id;﻿syn size;win size;ttl;os;major version;minor version;confidence
30;48;64240;64;Windows;6;2;1.7241379310344827
30;48;64240;64;Windows;N/A;N/A;0.9127789046653144
31;48;64240;128;Windows;N/A;N/A;59.761083375482905
31;48;64240;128;Windows;10;0;33.33624599439089
31;48;64240;128;Windows;5;1;6.567602583082256
31;48;64240;128;Android;4;2;0.08805198427835181
31;48;64240;128;Windows;6;2;0.06251018731211236
31;48;64240;128;Windows;6;1;0.04805890744963477
31;48;64240;128;Ubuntu;10;4;0.04116934379426755
31;48;64240;128;Android;N/A;N/A;0.021508881655780597
31;48;64240;128;Windows;6;0;0.01966046213848695
31;48;64240;128;Windows;10;N/A;0.017475966345321732
31;48;64240;128;Windows;5;0;0.01394716544867023
31;48;64240;128;Linux;N/A;N/A;0.0119307077934408
31;48;64240;128;iOS;9;3;0.008569945034725081
31;48;64240;128;Debian;N/A;N/A;0.0008401906896789295
31;48;64240;128;Windows;5;2;0.0006721525517431437
31;48;64240;128;Android;7;0;0.00033607627587157183
31;48;64240;128;Ubuntu;N/A;N/A;0.00016803813793578591
31;48;64240;128;Windows;1;N/A;0.00016803813793578591
32;48;64380;128;Windows;5;1;95.58823529411765
32;48;64380;128;Windows;N/A;N/A;4.411764705882353
33;48;64512;128;Windows;5;2;99.99340064673662
33;48;64512;128;Windows;5;N/A;0.006599353263380188
34;48;64800;128;Windows;10;0;100.0
35;48;65340;128;Windows;10;0;100.0
36;48;65518;128;Windows;10;0;98.65771812080537
36;48;65518;128;Windows;N/A;N/A;0.6711409395973155
36;48;65518;128;Windows;5;1;0.6711409395973155
37;48;65535;64;Windows;6;1;29.566137566137566
37;48;65535;64;Windows;10;0;27.661375661375658
37;48;65535;64;Mac OS X;10;12;9.693121693121693
37;48;65535;64;Mac OS X;10;11;5.079365079365079
37;48;65535;64;Mac OS X;10;10;4.8465608465608465
37;48;65535;64;iOS;10;3;4.380952380952381
37;48;65535;64;iOS;10;2;3.5343915343915344
37;48;65535;64;Mac OS X;10;9;3.343915343915344
37;48;65535;64;Windows;6;2;2.666666666666667
37;48;65535;64;Darwin;16;5;1.9682539682539684
37;48;65535;64;Windows;N/A;N/A;1.3968253968253967
37;48;65535;64;iOS;N/A;N/A;0.9947089947089948
37;48;65535;64;Windows;6;3;0.9523809523809524
37;48;65535;64;iOS;10;0;0.5291005291005291
37;48;65535;64;iOS;7;1;0.5079365079365079
37;48;65535;64;Darwin;14;0;0.4867724867724868
37;48;65535;64;Darwin;16;3;0.4021164021164021
37;48;65535;64;iOS;9;3;0.4021164021164021
37;48;65535;64;Darwin;14;5;0.19047619047619047
37;48;65535;64;iOS;10;1;0.19047619047619047
37;48;65535;64;Mac OS X;10;6;0.19047619047619047
37;48;65535;64;iOS;9;0;0.12698412698412698
37;48;65535;64;Mac OS X;10;7;0.12698412698412698
37;48;65535;64;iOS;6;1;0.10582010582010583
37;48;65535;64;Darwin;16;4;0.08465608465608467
37;48;65535;64;Darwin;15;6;0.06349206349206349
37;48;65535;64;iOS;5;0;0.06349206349206349
37;48;65535;64;Darwin;13;4;0.04232804232804233
37;48;65535;64;Darwin;16;6;0.04232804232804233
37;48;65535;64;Darwin;N/A;N/A;0.04232804232804233
37;48;65535;64;iOS;8;4;0.04232804232804233
37;48;65535;64;iOS;8;3;0.04232804232804233
37;48;65535;64;iOS;8;1;0.04232804232804233
37;48;65535;64;Windows;5;1;0.04232804232804233
37;48;65535;64;Mac OS X;N/A;N/A;0.04232804232804233
37;48;65535;64;Darwin;16;0;0.021164021164021166
37;48;65535;64;Darwin;9;8;0.021164021164021166
37;48;65535;64;iOS;8;0;0.021164021164021166
37;48;65535;64;iOS;9;1;0.021164021164021166
37;48;65535;64;iOS;1;N/A;0.021164021164021166
38;48;65535;128;Windows;5;1;91.82391035158174
38;48;65535;128;Windows;N/A;N/A;6.045826290707093
38;48;65535;128;Windows;10;0;1.6783713440246193
38;48;65535;128;Windows;6;2;0.22044477005324342
38;48;65535;128;Windows;5;2;0.061534792357958557
38;48;65535;128;Windows;6;1;0.06011830623836958
38;48;65535;128;Windows;6;3;0.04325223895396124
38;48;65535;128;Android;4;0;0.02381673173169381
38;48;65535;128;Windows;5;0;0.01581193807913282
38;48;65535;128;Android;6;0;0.00840009210453931
38;48;65535;128;Windows Phone;8;1;0.008301267491544731
38;48;65535;128;Windows;6;0;0.002569439937859083
38;48;65535;128;Windows Phone;8;0;0.0015811938079132821
38;48;65535;128;Windows;5;N/A;0.0015811938079132821
38;48;65535;128;Windows Phone;8;10;0.0007905969039566411
38;48;65535;128;Windows Phone;7;5;0.000757655366291781
38;48;65535;128;Android;4;2;0.000724713828626921
38;48;65535;128;Windows;6;N/A;0.00046118152730804056
38;48;65535;128;Windows;10;N/A;0.00039529845197832053
38;48;65535;128;Windows;1;N/A;0.00039529845197832053
38;48;65535;128;iOS;6;0;0.00023059076365402028
38;48;65535;128;iOS;N/A;N/A;0.00019764922598916026
38;48;65535;128;Ubuntu;N/A;N/A;9.882461299458013e-05
38;48;65535;128;Firefox OS;N/A;N/A;6.588307532972009e-05
38;48;65535;128;Windows Phone;N/A;N/A;6.588307532972009e-05
38;48;65535;128;Mac OS X;10;9;6.588307532972009e-05
38;48;65535;128;Windows;4;2;6.588307532972009e-05
38;48;65535;128;Windows;98;N/A;6.588307532972009e-05
38;48;65535;128;Debian;N/A;N/A;6.588307532972009e-05
38;48;65535;128;Windows;1;1;3.2941537664860044e-05
39;49;29200;64;Linux;N/A;N/A;100.0
40;49;65535;64;Android;7;0;100.0
41;51;65535;64;Android;7;0;100.0
42;52;4096;64;Windows;5;1;100.0
43;52;5840;64;Linux;N/A;N/A;44.56869009584665
43;52;5840;64;iOS;N/A;N/A;19.88817891373802
43;52;5840;64;Windows;N/A;N/A;14.057507987220447
43;52;5840;64;Windows;10;0;12.619808306709265
43;52;5840;64;iOS;10;2;7.4281150159744405
43;52;5840;64;Debian;N/A;N/A;1.2779552715654952
43;52;5840;64;Darwin;16;3;0.1597444089456869
44;52;8192;64;Windows;10;0;45.994057440137595
44;52;8192;64;Windows;6;1;27.388171453819126
44;52;8192;64;Windows;6;3;23.63367420773915
44;52;8192;64;Windows;6;2;1.7031320053085215
44;52;8192;64;Windows;N/A;N/A;0.7081653838010815
44;52;8192;64;Windows;5;1;0.23378513904681406
44;52;8192;64;Windows;6;0;0.22838798636502378
44;52;8192;64;Windows;10;N/A;0.04876749259365305
44;52;8192;64;Android;4;4;0.0071758753170319
44;52;8192;64;Mac OS X;10;11;0.005935851537034886
44;52;8192;64;Windows;98;N/A;0.0057020765621174155
44;52;8192;64;Linux;N/A;N/A;0.005132885318840098
44;52;8192;64;Windows;5;0;0.004380739747366499
44;52;8192;64;Ubuntu;N/A;N/A;0.003476132235729334
44;52;8192;64;Android;N/A;N/A;0.0030390746739271074
44;52;8192;64;Windows;5;2;0.003008582285894394
44;52;8192;64;Android;5;1;0.0020836465155687524
44;52;8192;64;Android;4;1;0.0019921693514706124
44;52;8192;64;Android;6;0;0.0019921693514706124
44;52;8192;64;Mac OS X;10;10;0.0018600356699955206
44;52;8192;64;Mac OS X;10;9;0.0017787226352416181
44;52;8192;64;iOS;10;2;0.00144330636688177
44;52;8192;64;Mac OS X;10;8;0.0012908444267182028
44;52;8192;64;Windows;6;N/A;0.0012298596506527758
44;52;8192;64;iOS;8;3;0.0007623097008178363
44;52;8192;64;Mac OS X;10;12;0.0006606684073754581
44;52;8192;64;iOS;9;1;0.0006606684073754581
44;52;8192;64;iOS;10;3;0.0006098477606542691
44;52;8192;64;Android;5;2;0.0005895195019657934
44;52;8192;64;Windows;1;N/A;0.0005285347259003666
44;52;8192;64;Debian;N/A;N/A;0.0005183705965561287
44;52;8192;64;Android;5;4;0.0005082064672118909
44;52;8192;64;Android;5;3;0.0005082064672118909
44;52;8192;64;Mac OS X;10;6;0.0005082064672118909
44;52;8192;64;Android;4;2;0.0004980423378676531
44;52;8192;64;Android;5;0;0.0003964010444252749
44;52;8192;64;Android;7;0;0.00033541626835984796
44;52;8192;64;Windows;0;0;0.00031508800967137236
44;52;8192;64;Windows;7;N/A;0.0002642673629501833
44;52;8192;64;iOS;9;0;0.0002642673629501833
44;52;8192;64;iOS;8;1;0.0002337749749174698
44;52;8192;64;Android;4;0;0.00021344671622899417
44;52;8192;64;Android;7;1;0.00019311845754051854
44;52;8192;64;iOS;6;0;0.00018295432819628074
44;52;8192;64;Android;4;3;0.0001727901988520429
44;52;8192;64;Chrome OS;39;0;0.00016262606950780508
44;52;8192;64;iOS;9;3;0.00014229781081932945
44;52;8192;64;BlackBerry;10;3;0.00013213368147509165
44;52;8192;64;iOS;10;0;0.000111805422786616
44;52;8192;64;iOS;10;1;0.00010164129344237818
44;52;8192;64;iOS;8;4;9.147716409814037e-05
44;52;8192;64;Mac OS X;N/A;N/A;8.131303475390254e-05
44;52;8192;64;Bada;1;0;8.131303475390254e-05
44;52;8192;64;Chrome OS;56;0;5.082064672118909e-05
44;52;8192;64;Linux;3;2;5.082064672118909e-05
44;52;8192;64;Windows;6;17415;4.065651737695127e-05
44;52;8192;64;Darwin;15;6;4.065651737695127e-05
44;52;8192;64;BlackBerry;7;1;4.065651737695127e-05
44;52;8192;64;Windows Phone;N/A;N/A;3.0492388032713456e-05
44;52;8192;64;BlackBerry;12;16;3.0492388032713456e-05
44;52;8192;64;BlackBerry;6;0;3.0492388032713456e-05
44;52;8192;64;Windows;7;0;2.0328258688475635e-05
44;52;8192;64;Android;2;3;2.0328258688475635e-05
44;52;8192;64;Ubuntu;9;4;2.0328258688475635e-05
44;52;8192;64;Ubuntu;10;10;2.0328258688475635e-05
44;52;8192;64;Mac OS X;10;7;2.0328258688475635e-05
44;52;8192;64;Mac OS X;10;4;2.0328258688475635e-05
44;52;8192;64;Mac OS X;10;5;2.0328258688475635e-05
44;52;8192;64;FreeBSD;N/A;N/A;1.0164129344237818e-05
44;52;8192;64;AIX;N/A;N/A;1.0164129344237818e-05
44;52;8192;64;iOS;8;0;1.0164129344237818e-05
44;52;8192;64;iOS;7;1;1.0164129344237818e-05
44;52;8192;64;GNU OS;N/A;N/A;1.0164129344237818e-05
45;52;8192;128;Windows;10;0;55.2287594599685
45;52;8192;128;Windows;6;1;31.908389573704838
45;52;8192;128;Windows;6;3;9.028417786612696
45;52;8192;128;Windows;N/A;N/A;1.5780994914348163
45;52;8192;128;Windows;6;2;1.235907652591366
45;52;8192;128;Windows;6;0;0.3514770971379995
45;52;8192;128;Mac OS X;10;11;0.23290437193721406
45;52;8192;128;Windows;5;1;0.10861871335252916
45;52;8192;128;Linux;N/A;N/A;0.040992337125884716
45;52;8192;128;Ubuntu;N/A;N/A;0.039562279303448855
45;52;8192;128;Windows;10;N/A;0.0377679896347976
45;52;8192;128;Windows Phone;8;1;0.034816318443882666
45;52;8192;128;Windows Phone;N/A;N/A;0.03015428350152275
45;52;8192;128;Windows;98;N/A;0.03001529156749338
45;52;8192;128;Windows Phone;8;10;0.0176934409958441
45;52;8192;128;Debian;N/A;N/A;0.016019235050626336
45;52;8192;128;Android;4;4;0.01180369925672355
45;52;8192;128;Windows Phone;7;5;0.007590485523771133
45;52;8192;128;iOS;7;1;0.0071887689793568845
45;52;8192;128;Windows;5;0;0.00539812826362764
45;52;8192;128;Android;4;2;0.00398432486784438
45;52;8192;128;Windows;6;N/A;0.0031125568424763806
45;52;8192;128;Mac OS X;10;9;0.00297688213837611
45;52;8192;128;Mac OS X;10;10;0.002683639012643496
45;52;8192;128;Windows;7;0;0.0024952203526705037
45;52;8192;128;iOS;N/A;N/A;0.002437168828911219
45;52;8192;128;Android;6;0;0.002360209094556054
45;52;8192;128;Windows CE;N/A;N/A;0.0022573749667538926
45;52;8192;128;Mac OS X;10;8;0.0018772204168788062
45;52;8192;128;Mac OS X;10;12;0.0017677518292184412
45;52;8192;128;SUSE;N/A;N/A;0.0015547856677700944
45;52;8192;128;Syllable;N/A;N/A;0.001518627861542883
45;52;8192;128;iOS;10;3;0.001035639183865636
45;52;8192;128;Android;N/A;N/A;0.0009895296878511184
45;52;8192;128;Android;5;1;0.0009437519148295112
45;52;8192;128;Windows;5;2;0.0009152237374392342
45;52;8192;128;Android;4;0;0.0007709242355232984
45;52;8192;128;iOS;10;2;0.000753342916899058
45;52;8192;128;Fedora;N/A;N/A;0.0007208340635938586
45;52;8192;128;Windows;1;N/A;0.0007205023406009484
45;52;8192;128;Windows;3;8;0.0006548211880047294
45;52;8192;128;iOS;8;3;0.0006481867281465255
45;52;8192;128;Mac OS X;10;4;0.0006329274704726564
45;52;8192;128;Windows;10;1198;0.0006067213540327508
45;52;8192;128;Windows Phone;7;0;0.0005456843233372745
45;52;8192;128;Android;5;0;0.0004912817525000022
45;52;8192;128;Ubuntu;10;4;0.00046341702109554554
45;52;8192;128;iOS;5;1;0.00043853779662728076
45;52;8192;128;iOS;9;1;0.00043024472180452585
45;52;8192;128;Windows;9;0;0.0004126634031802854
45;52;8192;128;Android;2;3;0.00039076968564821237
45;52;8192;128;Mac OS X;10;6;0.00035892427832883345
45;52;8192;128;Windows;7;N/A;0.0003516263724848091
45;52;8192;128;iOS;6;0;0.00033205471590310744
45;52;8192;128;Linux;4;9;0.0003270788710094545
45;52;8192;128;Android;4;1;0.0002905893417893328
45;52;8192;128;Mac OS X;10;7;0.0002700225162289005
45;52;8192;128;Android;7;0;0.00026902734725017
45;52;8192;128;iOS;8;1;0.0002627246103848762
45;52;8192;128;Darwin;16;5;0.0002477970757039174
45;52;8192;128;Darwin;16;0;0.00023983572387407265
45;52;8192;128;iOS;9;2;0.00020533653261141211
45;52;8192;128;iOS;9;3;0.0002023510256752203
45;52;8192;128;iOS;9;0;0.00014993879279540917
45;52;8192;128;Windows;7;1;0.00014960706980249896
45;52;8192;128;Windows;8;N/A;0.00014065054899392365
45;52;8192;128;Windows Phone;8;0;0.00014065054899392365
45;52;8192;128;Android;7;1;0.00013069885920661772
45;52;8192;128;Windows;3;3;0.0001204154464264016
45;52;8192;128;Windows;0;0;0.00012008372343349141
45;52;8192;128;Windows;6;4;0.00010581963473835291
45;52;8192;128;iOS;6;1;0.00010515618875253253
45;52;8192;128;iOS;10;0;0.00010250240480925094
45;52;8192;128;Darwin;15;0;9.65313909368674e-05
45;52;8192;128;Fedora;1;9;9.255071502194503e-05
45;52;8192;128;OpenBSD;N/A;N/A;8.525280917792069e-05
45;52;8192;128;Darwin;16;4;8.49210861850105e-05
45;52;8192;128;Mac OS X;N/A;N/A;8.45893631921003e-05
45;52;8192;128;Android;4;3;7.530111939061477e-05
45;52;8192;128;Mint;N/A;N/A;6.933010551823123e-05
45;52;8192;128;Windows Phone;7;10;6.667632157494965e-05
45;52;8192;128;Windows;6;17415;6.03735847096559e-05
45;52;8192;128;Windows;95;N/A;5.407084784436216e-05
45;52;8192;128;BlackBerry;7;1;5.407084784436216e-05
45;52;8192;128;Mac OS X;10;5;5.340740185854176e-05
45;52;8192;128;iOS;8;4;5.274395587272136e-05
45;52;8192;128;Gentoo;N/A;N/A;4.942672594361939e-05
45;52;8192;128;Windows 3.x;3;1;4.677294200033782e-05
45;52;8192;128;iOS;10;1;4.677294200033782e-05
45;52;8192;128;Fedora;4;14;4.3123989078325644e-05
45;52;8192;128;Windows;1;0;4.212882009959505e-05
45;52;8192;128;Linux;3;2;3.980675914922367e-05
45;52;8192;128;Windows;4;0;3.58260832343013e-05
45;52;8192;128;Windows;5;3;3.516263724848091e-05
45;52;8192;128;iOS;4;3;3.516263724848091e-05
45;52;8192;128;iOS;7;0;3.3504022283929926e-05
45;52;8192;128;Windows;6;23572;3.2840576298109525e-05
45;52;8192;128;Windows;98;1;3.1513684326468743e-05
45;52;8192;128;Windows;1;1;2.9523346369007557e-05
45;52;8192;128;Linux;4;8;2.753300841154637e-05
45;52;8192;128;Android;7;7;2.753300841154637e-05
45;52;8192;128;Darwin;14;0;2.753300841154637e-05
45;52;8192;128;AIX;N/A;N/A;2.6537839432815783e-05
45;52;8192;128;GNU OS;N/A;N/A;2.5874393446995385e-05
45;52;8192;128;Android;22;N/A;2.3552332496624005e-05
45;52;8192;128;BlackBerry;10;3;2.288888651080361e-05
45;52;8192;128;Ubuntu;11;4;2.1561994539162822e-05
45;52;8192;128;iOS;8;2;1.890821059588124e-05
45;52;8192;128;iOS;8;0;1.8576487602971048e-05
45;52;8192;128;Chrome OS;56;0;1.824476461006085e-05
45;52;8192;128;QNX;N/A;N/A;1.6917872638420062e-05
45;52;8192;128;Solaris;N/A;N/A;1.6917872638420062e-05
45;52;8192;128;Debian;1;8;1.6586149645509865e-05
45;52;8192;128;Android;3;1;1.592270365968947e-05
45;52;8192;128;Chrome OS;20;0;1.4595811688048678e-05
45;52;8192;128;Tizen;N/A;N/A;1.4595811688048678e-05
45;52;8192;128;Chrome OS;39;0;1.3268919716407891e-05
45;52;8192;128;Mint;5;N/A;1.3268919716407891e-05
45;52;8192;128;Chrome OS;51;0;1.2937196723497692e-05
45;52;8192;128;BlackBerry;11;10;1.2937196723497692e-05
45;52;8192;128;Debian;3;0;1.2605473730587495e-05
45;52;8192;128;SUSE;3;0;1.1942027744767101e-05
45;52;8192;128;Mandriva;3;0;1.1610304751856904e-05
45;52;8192;128;Tizen;2;4;1.094685876603651e-05
45;52;8192;128;Mandriva;1;5;1.0615135773126312e-05
45;52;8192;128;Windows;6;23714;1.0283412780216115e-05
45;52;8192;128;BlackBerry;10;2;1.0283412780216115e-05
45;52;8192;128;Mint;8;N/A;1.0283412780216115e-05
45;52;8192;128;Ubuntu;10;10;9.951689787305918e-06
45;52;8192;128;Windows;4;1;9.951689787305918e-06
45;52;8192;128;FreeBSD;N/A;N/A;9.951689787305918e-06
45;52;8192;128;Mac OS X;10;16;9.951689787305918e-06
45;52;8192;128;iOS;5;0;9.951689787305918e-06
45;52;8192;128;Debian;1;0;9.619966794395721e-06
45;52;8192;128;OS/2;N/A;N/A;8.956520808575325e-06
45;52;8192;128;Android;2;2;7.961351829844735e-06
45;52;8192;128;BlackBerry;12;16;7.297905844024339e-06
45;52;8192;128;Ubuntu;9;4;6.966182851114143e-06
45;52;8192;128;Chrome OS;29;0;6.966182851114143e-06
45;52;8192;128;Tizen;2;2;6.966182851114143e-06
45;52;8192;128;Linux;2;6;6.966182851114143e-06
45;52;8192;128;Fedora;1;0;6.634459858203946e-06
45;52;8192;128;iOS;3;2;6.634459858203946e-06
45;52;8192;128;NetBSD;N/A;N/A;6.302736865293748e-06
45;52;8192;128;BlackBerry;N/A;N/A;5.639290879473353e-06
45;52;8192;128;BlackBerry;4;2;5.639290879473353e-06
45;52;8192;128;Windows;6;23796;5.307567886563156e-06
45;52;8192;128;Linux;2;4;5.307567886563156e-06
45;52;8192;128;Red Hat;3;0;4.975844893652959e-06
45;52;8192;128;BlackBerry;4;5;4.975844893652959e-06
45;52;8192;128;Firefox OS;18;1;4.644121900742762e-06
45;52;8192;128;Chrome OS;36;0;4.644121900742762e-06
45;52;8192;128;BlackBerry;6;0;4.312398907832564e-06
45;52;8192;128;BeOS;N/A;N/A;4.312398907832564e-06
45;52;8192;128;Windows Phone;10;0;4.312398907832564e-06
45;52;8192;128;iOS;3;1;4.312398907832564e-06
45;52;8192;128;Ubuntu;8;4;3.9806759149223676e-06
45;52;8192;128;Android;19;N/A;3.9806759149223676e-06
45;52;8192;128;iOS;2;2;3.9806759149223676e-06
45;52;8192;128;Ubuntu;11;10;3.6489529220121696e-06
45;52;8192;128;Solaris;5;7;3.6489529220121696e-06
45;52;8192;128;Android;389;N/A;3.317229929101973e-06
45;52;8192;128;Windows Xbox;N/A;N/A;3.317229929101973e-06
45;52;8192;128;iOS;613;N/A;2.9855069361917753e-06
45;52;8192;128;Windows;0;9;2.653783943281578e-06
45;52;8192;128;Chrome OS;18;0;2.322060950371381e-06
45;52;8192;128;Ubuntu;8;10;1.9903379574611838e-06
45;52;8192;128;Windows;8;1;1.9903379574611838e-06
45;52;8192;128;Chrome OS;54;0;1.9903379574611838e-06
45;52;8192;128;Android;2;5;1.9903379574611838e-06
45;52;8192;128;Android;6;6;1.9903379574611838e-06
45;52;8192;128;Windows CE;7;10;1.9903379574611838e-06
45;52;8192;128;XrossMediaBar;3;4;1.6586149645509864e-06
45;52;8192;128;Ubuntu;14;10;1.6586149645509864e-06
45;52;8192;128;Firefox OS;32;0;1.6586149645509864e-06
45;52;8192;128;Ubuntu;9;10;1.326891971640789e-06
45;52;8192;128;Chrome OS;57;0;1.326891971640789e-06
45;52;8192;128;Android;2;N/A;1.326891971640789e-06
45;52;8192;128;Darwin;8;11;1.326891971640789e-06
45;52;8192;128;AROS;N/A;N/A;1.326891971640789e-06
45;52;8192;128;Fedora;3;0;1.326891971640789e-06
45;52;8192;128;iOS;4;1;1.326891971640789e-06
45;52;8192;128;Windows;8;3;9.951689787305919e-07
45;52;8192;128;Windows;9;1;9.951689787305919e-07
45;52;8192;128;Chrome OS;16;0;9.951689787305919e-07
45;52;8192;128;Chrome OS;50;0;9.951689787305919e-07
45;52;8192;128;Red Hat;1;5;9.951689787305919e-07
45;52;8192;128;SUSE;2;0;9.951689787305919e-07
45;52;8192;128;Debian;2;0;9.951689787305919e-07
45;52;8192;128;IRIX;N/A;N/A;6.634459858203945e-07
45;52;8192;128;Ubuntu;7;10;6.634459858203945e-07
45;52;8192;128;Ubuntu;15;6;6.634459858203945e-07
45;52;8192;128;Windows;16;2;6.634459858203945e-07
45;52;8192;128;Windows;2;0;6.634459858203945e-07
45;52;8192;128;Windows;12;3;6.634459858203945e-07
45;52;8192;128;Windows;7;4;6.634459858203945e-07
45;52;8192;128;Windows;7;5;6.634459858203945e-07
45;52;8192;128;Windows;9;5;6.634459858203945e-07
45;52;8192;128;Windows;18;1;6.634459858203945e-07
45;52;8192;128;Chrome OS;13;0;6.634459858203945e-07
45;52;8192;128;Chrome OS;53;0;6.634459858203945e-07
45;52;8192;128;Chrome OS;N/A;N/A;6.634459858203945e-07
45;52;8192;128;Chrome OS;27;0;6.634459858203945e-07
45;52;8192;128;Android;3;2;6.634459858203945e-07
45;52;8192;128;Brew;N/A;N/A;6.634459858203945e-07
45;52;8192;128;Fedora;2;0;6.634459858203945e-07
45;52;8192;128;Fedora;3;6;6.634459858203945e-07
45;52;8192;128;Fedora;1;1;6.634459858203945e-07
45;52;8192;128;Mac OS X;10;N/A;6.634459858203945e-07
45;52;8192;128;iOS;83;N/A;6.634459858203945e-07
45;52;8192;128;iOS;4;2;6.634459858203945e-07
45;52;8192;128;iOS;812;N/A;6.634459858203945e-07
45;52;8192;128;iOS;802;N/A;6.634459858203945e-07
45;52;8192;128;Mint;6;N/A;6.634459858203945e-07
45;52;8192;128;Ubuntu;17;1;3.3172299291019726e-07
45;52;8192;128;Windows;16;10;3.3172299291019726e-07
45;52;8192;128;Windows;2;43;3.3172299291019726e-07
45;52;8192;128;Windows;12;0;3.3172299291019726e-07
45;52;8192;128;Windows;10;4;3.3172299291019726e-07
45;52;8192;128;Windows;8;5;3.3172299291019726e-07
45;52;8192;128;Windows;9;2;3.3172299291019726e-07
45;52;8192;128;Red Hat;3;6;3.3172299291019726e-07
45;52;8192;128;Red Hat;1;0;3.3172299291019726e-07
45;52;8192;128;Gentoo;2;0;3.3172299291019726e-07
45;52;8192;128;Symbian;N/A;N/A;3.3172299291019726e-07
45;52;8192;128;SUSE;13;1;3.3172299291019726e-07
45;52;8192;128;SUSE;3;5;3.3172299291019726e-07
45;52;8192;128;Windows Phone;7;N/A;3.3172299291019726e-07
45;52;8192;128;Android;3;0;3.3172299291019726e-07
45;52;8192;128;HP-UX;10;20;3.3172299291019726e-07
45;52;8192;128;Darwin;N/A;N/A;3.3172299291019726e-07
45;52;8192;128;Fedora;16;N/A;3.3172299291019726e-07
45;52;8192;128;Debian;0;3;3.3172299291019726e-07
45;52;8192;128;Debian;0;5;3.3172299291019726e-07
45;52;8192;128;Debian;1;2;3.3172299291019726e-07
45;52;8192;128;Mac OS X;10;19;3.3172299291019726e-07
45;52;8192;128;iOS;80;N/A;3.3172299291019726e-07
45;52;8192;128;iOS;61;N/A;3.3172299291019726e-07
45;52;8192;128;iOS;811;N/A;3.3172299291019726e-07
45;52;8192;128;iOS;615;N/A;3.3172299291019726e-07
45;52;8192;128;iOS;7;N/A;3.3172299291019726e-07
45;52;8192;128;iOS;82;N/A;3.3172299291019726e-07
45;52;8192;128;Solaris;5;6;3.3172299291019726e-07
45;52;8192;128;Solaris;4;1;3.3172299291019726e-07
45;52;8192;128;Mint;7;N/A;3.3172299291019726e-07
46;52;14600;64;Mac OS X;10;12;100.0
47;52;16616;128;Windows;10;0;82.45067497403946
47;52;16616;128;Windows Phone;N/A;N/A;10.59190031152648
47;52;16616;128;Windows;6;2;4.984423676012461
47;52;16616;128;Windows;5;1;1.142263759086189
47;52;16616;128;Windows;N/A;N/A;0.8307372793354102
48;52;16728;128;Windows;10;0;98.09523809523809
48;52;16728;128;Windows;N/A;N/A;1.9047619047619049
49;52;17424;64;Windows;10;0;100.0
50;52;17520;64;Windows;10;0;96.80911130592413
50;52;17520;64;Windows;6;2;2.6195747462890595
50;52;17520;64;Windows;N/A;N/A;0.4576455030385878
50;52;17520;64;Windows;5;1;0.05274810181126581
50;52;17520;64;Windows;6;1;0.03417482652560883
50;52;17520;64;Windows;10;N/A;0.017830344274230695
50;52;17520;64;Windows;5;0;0.004457586068557674
50;52;17520;64;QNX;N/A;N/A;0.0014858620228525579
50;52;17520;64;Windows;5;2;0.0014858620228525579
50;52;17520;64;AIX;N/A;N/A;0.0014858620228525579
51;52;17520;128;Windows;10;0;95.70523037306992
51;52;17520;128;Windows;6;1;1.0461390975948688
51;52;17520;128;Windows;N/A;N/A;0.6878789083784629
51;52;17520;128;Windows;6;2;0.6200636453229501
51;52;17520;128;Windows;5;1;0.4847555372613166
51;52;17520;128;Windows;6;3;0.2722283063702283
51;52;17520;128;Android;4;4;0.26819808075282464
51;52;17520;128;Windows Phone;N/A;N/A;0.2510024514519022
51;52;17520;128;Linux;N/A;N/A;0.2173097652904073
51;52;17520;128;Windows;6;0;0.06292525597306305
51;52;17520;128;Ubuntu;N/A;N/A;0.0513182061949404
51;52;17520;128;Mac OS X;10;11;0.04782534399319053
51;52;17520;128;Debian;N/A;N/A;0.04288160056917533
51;52;17520;128;Fedora;N/A;N/A;0.04159192837160615
51;52;17520;128;iOS;N/A;N/A;0.025632234926687508
51;52;17520;128;Windows;10;N/A;0.020581018819541542
51;52;17520;128;Syllable;N/A;N/A;0.019774973696060804
51;52;17520;128;Android;5;1;0.017840465399707028
51;52;17520;128;Mac OS X;10;10;0.016873211251530143
51;52;17520;128;Mac OS X;10;9;0.013810239782303333
51;52;17520;128;Android;4;1;0.012144413193776472
51;52;17520;128;Mac OS X;10;12;0.009672541481768871
51;52;17520;128;iOS;10;0;0.007952978551676627
51;52;17520;128;Windows Phone;8;1;0.0077917695269804806
51;52;17520;128;Windows;5;0;0.004782534399319053
51;52;17520;128;iOS;9;2;0.004298907325230609
51;52;17520;128;Linux;0;N/A;0.0038690165927075483
51;52;17520;128;Android;N/A;N/A;0.0032241804939229573
51;52;17520;128;Mac OS X;10;6;0.002686817078269131
51;52;17520;128;Mac OS X;10;7;0.0024718717120076005
51;52;17520;128;Android;5;0;0.00225692634574607
51;52;17520;128;Android;2;3;0.0019345082963537741
51;52;17520;128;Ubuntu;10;4;0.0019345082963537741
51;52;17520;128;Android;4;2;0.0016658265885268612
51;52;17520;128;Android;4;0;0.0016120902469614787
51;52;17520;128;AIX;48013;N/A;0.0016120902469614787
51;52;17520;128;Linux;4;9;0.0016120902469614787
51;52;17520;128;Windows;7;N/A;0.0012896721975691828
51;52;17520;128;Mac OS X;10;8;0.0010747268313076523
